ROASTER,ROAST,LOC_COUNTRY,ORIGIN,100G_USD,RATING
Green Stone Coffee,Light,Taiwan,Ethiopia,8.44,0.7692307692307693
Willoughby's Coffee & Tea,Medium-Light,United States,Panama,16.17,0.9230769230769231
Equator Coffees & Teas,Medium-Light,United States,Panama,32.63,0.7692307692307693
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,19.82,0.8461538461538461
Klatch Coffee,Medium-Light,United States,Kenya,5.86,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Colombia,4.98,0.6923076923076923
Ka'u Specialty Coffee,Medium-Light,Hawai'i,Hawai'I,13.0,0.6923076923076923
Simon Hsieh’s Aroma Roast Coffees,Medium,Taiwan,Ethiopia,17.7,0.6923076923076923
PT's Coffee Roasting,Medium-Light,United States,Panama,26.46,0.8461538461538461
PT's Coffee Roasting,Light,United States,Panama,17.64,0.6923076923076923
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,13.23,0.6153846153846154
Chocolate Fish Coffee Roasters,Light,United States,Guatemala,5.0,0.6923076923076923
Barrington Coffee Roasting,Light,United States,Nicaragua,5.28,0.7692307692307693
Espresso Republic,Medium-Light,United States,Kenya,7.35,0.6153846153846154
The WestBean Coffee Roasters,Medium-Light,United States,Kenya,7.05,0.5384615384615384
Mystic Monk Coffee,Medium,United States,Ethiopia,4.11,0.46153846153846156
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.8461538461538461
"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Ethiopia,90.83,0.6923076923076923
"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Ethiopia,90.83,0.6923076923076923
Ka'u Specialty Coffee,Medium-Light,Hawai'i,Hawai'I,13.0,0.46153846153846156
Red Rooster Coffee Roaster,Light,United States,Ethiopia,4.99,0.7692307692307693
Manzanita Roasting Company,Light,United States,Colombia,5.0,0.6153846153846154
Bird Rock Coffee Roasters,Medium-Light,United States,Panama,22.49,0.8461538461538461
A.R.C.,Medium-Light,Hong Kong,Indonesia,8.02,0.6153846153846154
Temple Coffee and Tea,Light,United States,Panama,23.81,0.8461538461538461
Temple Coffee and Tea,Medium-Light,United States,Ethiopia,5.58,0.6153846153846154
Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Taiwan,Ethiopia,9.2,0.8461538461538461
The WestBean Coffee Roasters,Medium,United States,Ethiopia,7.05,0.6153846153846154
Revel Coffee,Medium-Light,United States,Kenya,4.56,0.6153846153846154
Kakalove Cafe,Light,Taiwan,Ethiopia,4.25,0.6923076923076923
Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,0.7692307692307693
Red Rooster Coffee Roaster,Light,United States,Peru,4.85,0.6923076923076923
Durango Coffee Company,Medium-Light,United States,Guatemala,4.63,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Colombia,4.63,0.6923076923076923
Durango Coffee Company,Medium,United States,Rwanda,4.98,0.6923076923076923
Barrington Coffee Roasting,Light,United States,Ethiopia,8.77,0.9230769230769231
Barrington Coffee Roasting,Medium,United States,Nepal,8.77,0.46153846153846156
Caffe Luxxe,Medium-Light,United States,Costa Rica,7.35,0.5384615384615384
Java Blend Coffee Roasters,Medium-Light,Canada,Ethiopia,3.31,0.6153846153846154
Big Shoulders Coffee,Light,United States,Kenya,4.41,0.7692307692307693
Caffeic,Medium-Light,United States,Ethiopia,4.12,0.6923076923076923
Kakalove Cafe,Light,Taiwan,Ethiopia,3.92,0.6923076923076923
Mr. Espresso,Medium,United States,Rwanda,4.26,0.6153846153846154
Hula Daddy Kona Coffee,Medium,Hawai'i,Hawai'I,19.82,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Ethiopia,5.28,0.7692307692307693
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,4.85,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Ecuador,6.15,0.6923076923076923
Greater Goods Coffee Roasters,Medium-Light,United States,Kenya,5.0,0.6923076923076923
Tico Coffee Roasters,Light,United States,Ethiopia,5.88,0.6923076923076923
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,22.49,0.8461538461538461
Roasters Note,Light,Taiwan,Ethiopia,6.51,0.7692307692307693
PT's Coffee Roasting,Medium,United States,Colombia,16.53,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Colombia,4.63,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Panama,12.74,0.7692307692307693
Evie's Cafe,Medium-Light,Taiwan,Ethiopia,4.93,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Panama,13.45,0.7692307692307693
Espresso Republic,Medium-Light,United States,Indonesia,5.88,0.5384615384615384
Soul Work Coffee,Medium-Light,United States,Brazil,6.61,0.6153846153846154
Coffee Please,Light,Taiwan,Ethiopia,4.96,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,33.07,0.8461538461538461
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,63.93,0.8461538461538461
Peri Coffee,Medium-Light,United States,Ethiopia,5.73,0.6923076923076923
Moore Coffee,Medium,United States,Kenya,5.28,0.7692307692307693
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,20.26,0.7692307692307693
Argyle Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Rusty's Hawaiian Coffee,Medium-Light,Hawai'i,Hawai'I,12.35,0.6923076923076923
Bluebeard Coffee Roasters,Medium-Light,United States,Ethiopia,5.0,0.6923076923076923
Dragonfly Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.29,0.7692307692307693
Green Stone Coffee,Medium,Taiwan,Kenya,6.83,0.6153846153846154
Direct Coffee,Medium-Light,Taiwan,Kenya,8.88,0.6153846153846154
Dragonfly Coffee Roasters,Medium-Light,United States,Colombia,15.43,0.8461538461538461
Lexington Coffee Roasters,Medium-Light,United States,Colombia,4.85,0.6153846153846154
Coffee Please,Medium-Light,Taiwan,Kenya,5.66,0.6153846153846154
Big Creek Coffee Roasters,Medium-Light,United States,Brazil,4.56,0.5384615384615384
Nook Bakery & Coffee Bar,Medium-Light,United States,Brazil,5.64,0.5384615384615384
Novel Coffee Roasters,Medium-Light,United States,Brazil,5.29,0.5384615384615384
Back Home Coffee,Medium-Light,Taiwan,Brazil,5.92,0.46153846153846156
Old Soul Co.,Medium-Light,United States,Brazil,5.29,0.6923076923076923
Auto Coffee,Medium-Light,Taiwan,Brazil,3.19,0.6923076923076923
Corvus Coffee Roasters,Medium-Light,United States,Brazil,4.56,0.6153846153846154
The Curve Coffee Roasting Co.,Medium-Light,Taiwan,Ethiopia,8.5,0.6923076923076923
Mustard Seed Cafe,Medium-Light,Taiwan,Burundi,9.16,0.6153846153846154
Big Creek Coffee Roasters,Medium-Light,United States,Rwanda,4.56,0.46153846153846156
Olympia Coffee Roasting,Medium-Light,United States,Burundi,4.52,0.6923076923076923
Green Stone Coffee,Medium-Light,Taiwan,Burundi,9.24,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Burundi,5.31,0.6153846153846154
Caffeic,Medium,United States,Burundi,4.41,0.6923076923076923
Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.58,0.7692307692307693
Small Eyes Cafe,Light,Taiwan,Ethiopia,5.66,0.6923076923076923
Kakalove Cafe,Light,Taiwan,Ethiopia,3.68,0.7692307692307693
Magnolia Coffee,Medium-Light,United States,Costa Rica,5.29,0.7692307692307693
Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,21.24,0.8461538461538461
Taokas Coffee,Medium-Dark,Taiwan,Ethiopia,6.02,0.8461538461538461
Durango Coffee Company,Medium,United States,Costa Rica,4.98,0.8461538461538461
States Coffee & Mercantile,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
States Coffee & Mercantile,Medium-Light,United States,Guatemala,5.29,0.6923076923076923
Espresso Republic,Medium-Light,United States,Peru,4.1,0.6153846153846154
Espresso Republic,Medium-Light,United States,Peru,4.1,0.46153846153846156
Temple Coffee and Tea,Medium-Light,United States,Kenya,6.17,0.6923076923076923
Temple Coffee and Tea,Medium-Light,United States,Costa Rica,6.03,0.5384615384615384
Evie's Cafe,Medium,Taiwan,Kenya,5.64,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,0.7692307692307693
Crown & Fancy,Medium,Taiwan,Guatemala,5.36,0.6153846153846154
Green Stone Coffee,Medium,Taiwan,Ethiopia,8.21,0.8461538461538461
Lexington Coffee Roasters,Medium-Light,United States,Ethiopia,5.57,0.6923076923076923
Difference Coffee,Medium-Light,England,Panama,111.11,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Guatemala,3.51,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Kenya,5.73,0.7692307692307693
Soul Work Coffee,Medium-Light,United States,Guatemala,5.88,0.6153846153846154
Soul Work Coffee,Medium-Light,United States,Colombia,5.88,0.5384615384615384
PT's Coffee Roasting,Medium-Light,United States,Colombia,6.91,0.6923076923076923
Argyle Coffee Roasters,Medium-Light,United States,Costa Rica,5.29,0.6153846153846154
Barrington Coffee Roasting,Light,United States,Kenya,11.76,0.8461538461538461
Barrington Coffee Roasting,Medium-Light,United States,Indonesia,11.76,0.6153846153846154
Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.89,0.7692307692307693
Big Shoulders Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Big Creek Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.6923076923076923
Big Shoulders Coffee,Medium-Light,United States,Ethiopia,5.29,0.7692307692307693
Big Creek Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.6923076923076923
Big Creek Coffee Roasters,Medium-Light,United States,Guatemala,4.41,0.6153846153846154
Greater Goods Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Revel Coffee,Medium-Light,United States,Ethiopia,5.0,0.6923076923076923
Temple Coffee and Tea,Medium-Light,United States,Ethiopia,5.14,0.7692307692307693
Temple Coffee and Tea,Medium-Light,United States,Kenya,6.03,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Colombia,4.63,0.5384615384615384
JBC Coffee Roasters,Medium-Light,United States,Kenya,5.73,0.7692307692307693
Temple Coffee and Tea,Medium-Light,United States,Kenya,5.73,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Kenya,5.73,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,33.07,0.9230769230769231
Revel Coffee,Medium-Light,United States,Kenya,4.92,0.7692307692307693
Caffeic,Medium-Light,United States,Ethiopia,3.97,0.6923076923076923
Mystic Monk Coffee,Medium,United States,Kenya,3.51,0.6923076923076923
Sweet Bloom Coffee Roasters,Medium-Light,United States,Kenya,5.88,0.6923076923076923
Corvus Coffee Roasters,Light,United States,Kenya,6.17,0.6153846153846154
Desert Sun Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.6153846153846154
Jackrabbit Java,Medium-Light,United States,Colombia,3.53,0.6153846153846154
Simon Hsieh's Aroma Roast Coffees,Medium-Dark,Taiwan,Ethiopia,9.91,0.8461538461538461
Simon Hsieh's Aroma Roast Coffees,Medium-Dark,Taiwan,Kenya,10.62,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.31,0.9230769230769231
Durango Coffee Company,Medium,United States,Ethiopia,4.98,0.6923076923076923
North Coast Coffee Roasting,Medium-Light,United States,Ethiopia,4.76,0.46153846153846156
Klatch Coffee,Medium-Light,United States,Kenya,5.86,0.7692307692307693
Grounds for Change,Medium,United States,Guatemala,3.6,0.6153846153846154
Steady State Roasting Company,Light,United States,Ethiopia,5.29,0.5384615384615384
Branch Street Coffee Roasters,Medium-Light,United States,Kenya,5.73,0.8461538461538461
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,33.07,0.8461538461538461
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,19.84,0.9230769230769231
Barrington Coffee Roasting,Medium-Light,United States,Colombia,4.54,0.5384615384615384
Temple Coffee and Tea,Medium-Light,United States,Colombia,5.44,0.6153846153846154
Temple Coffee and Tea,Medium-Light,United States,Guatemala,5.14,0.6153846153846154
GK Coffee,Medium-Light,Taiwan,Kenya,9.6,0.6923076923076923
GK Coffee,Medium-Light,Taiwan,Ethiopia,8.0,0.6923076923076923
Lexington Coffee Roasters,Medium-Light,United States,Guatemala,5.0,0.46153846153846156
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,30.86,0.8461538461538461
Dragonfly Coffee Roasters,Medium-Light,United States,Costa Rica,19.84,0.7692307692307693
Fumi Coffee,Medium-Light,Taiwan,Guatemala,20.53,0.8461538461538461
Bird Rock Coffee Roasters,Medium-Light,United States,Guatemala,6.17,0.7692307692307693
Augie's Coffee Roasters,Medium-Light,United States,Guatemala,5.29,0.6923076923076923
Barrington Coffee Roasting,Medium-Light,United States,Guatemala,5.57,0.6923076923076923
Kakalove Cafe,Light,Taiwan,Guatemala,7.08,0.6923076923076923
Small Eyes Cafe,Light,Taiwan,Nicaragua,11.02,0.6923076923076923
Ho Soo Tsai,Medium-Light,Taiwan,Ethiopia,7.94,0.8461538461538461
Joe Van Gogh Coffee,Medium-Light,United States,Colombia,14.11,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Panama,19.84,0.7692307692307693
Willoughby's Coffee & Tea,Medium-Light,United States,Panama,15.87,0.7692307692307693
Willoughby's Coffee & Tea,Medium-Light,United States,Panama,11.75,0.6923076923076923
Willoughby's Coffee & Tea,Medium-Light,United States,Panama,11.75,0.6923076923076923
Ben's Beans,Medium-Light,United States,Ethiopia,4.98,0.6923076923076923
Temple Coffee and Tea,Medium-Light,United States,Ethiopia,5.58,0.5384615384615384
Espresso Republic,Medium-Light,United States,Colombia,4.41,0.5384615384615384
Espresso Republic,Medium,United States,Colombia,4.98,0.46153846153846156
Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,6.76,0.6923076923076923
Hula Daddy Kona Coffee,Medium,Hawai'i,Hawai'I,19.82,0.9230769230769231
Topeca Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.6923076923076923
Small Eyes Cafe,Medium-Light,Taiwan,Kenya,7.05,0.7692307692307693
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,5.29,0.7692307692307693
Temple Coffee and Tea,Medium-Light,United States,Guatemala,5.14,0.6923076923076923
Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.29,0.7692307692307693
Temple Coffee and Tea,Medium,United States,Kenya,5.88,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Indonesia,4.7,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.25,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.11,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,0.7692307692307693
Willoughby's Coffee & Tea,Medium-Light,United States,Panama,16.17,0.6923076923076923
Olympia Coffee Roasting,Medium-Light,United States,Ethiopia,5.73,0.6923076923076923
Speckled Ax,Medium-Light,United States,El Salvador,7.35,0.6153846153846154
Steadfast Coffee,Medium-Light,United States,Ethiopia,6.76,0.6153846153846154
Broadsheet Coffee,Medium-Light,United States,Ethiopia,6.17,0.6153846153846154
De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,5.66,0.6153846153846154
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,19.82,0.8461538461538461
Turnstile Coffee Roasters,Medium-Light,United States,Ethiopia,6.61,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.44,0.7692307692307693
Blues Brew Coffee,Medium-Light,Taiwan,Ethiopia,6.4,0.6923076923076923
Flight Coffee Co.,Medium-Light,United States,Ethiopia,5.0,0.6923076923076923
Temple Coffee Roasters,Medium,United States,Kenya,5.58,0.8461538461538461
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,4.97,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Ethiopia,5.28,0.6923076923076923
Bird Rock Coffee Roasters,Medium-Light,United States,Panama,26.46,1.0
Kaffetre,Medium-Light,Taiwan,Colombia,6.61,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Colombia,7.61,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Rwanda,7.05,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.7692307692307693
Temple Coffee Roasters,Medium,United States,Kenya,6.47,0.7692307692307693
Origin Coffee Roasters,Medium-Light,Hawai'i,Colombia,5.58,0.6153846153846154
Mystic Monk Coffee,Medium,United States,Ethiopia,4.11,0.5384615384615384
Speedwell Coffee,Medium-Light,United States,Ethiopia,5.29,0.6153846153846154
Barrington Coffee Roasting,Medium-Light,United States,Ethiopia,11.76,0.6923076923076923
Gracenote Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.6923076923076923
Tandem Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Willoughby's Coffee & Tea,Medium-Light,United States,Ethiopia,4.41,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Ecuador,7.61,0.6923076923076923
PT's Coffee Roasting Co.,Medium-Light,United States,Ecuador,6.91,0.6923076923076923
Big Creek Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.6923076923076923
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,13.23,0.6923076923076923
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,13.23,0.6153846153846154
Big Creek Coffee Roasters,Medium-Light,United States,Rwanda,4.41,0.5384615384615384
Greater Goods Coffee Roasters,Medium-Light,United States,Kenya,5.58,0.7692307692307693
States Coffee & Mercantile,Medium-Light,United States,Ethiopia,5.29,0.7692307692307693
Santos Coffee,Light,Hawai'i,Ethiopia,3.56,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,5.29,1.0
Small Eyes Cafe,Medium-Light,Taiwan,Indonesia,6.8,0.6923076923076923
Barrington Coffee Roasting,Light,United States,Indonesia,4.98,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Panama,15.58,0.7692307692307693
Plat Coffee Roastery,Medium,Hong Kong,Kenya,16.29,0.6923076923076923
Corvus Coffee Roasters,Medium-Light,United States,Rwanda,5.0,0.6153846153846154
Jampot Poorock Abbey,Medium,United States,Hawai'I,10.58,0.46153846153846156
Temple Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.44,0.6153846153846154
Cafe Virtuoso,Medium-Light,United States,Ethiopia,5.58,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Rwanda,4.76,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Rwanda,4.76,0.6153846153846154
Small Eyes Café,Medium-Light,Taiwan,Ethiopia,4.96,0.8461538461538461
PT's Coffee Roasting Co.,Medium,United States,Colombia,16.53,0.8461538461538461
Lexington Coffee Roasters,Medium-Light,United States,Colombia,4.69,0.46153846153846156
Fumi Coffee,Medium,Taiwan,Indonesia,8.38,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Indonesia,5.86,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Colombia,4.67,0.5384615384615384
Paradise Roasters,Light,United States,Hawai'I,17.59,0.7692307692307693
Equator Coffees,Medium-Light,United States,Hawai'I,37.04,0.7692307692307693
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,10.93,0.6923076923076923
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,28.2,0.6923076923076923
Nine Point Coffee,Medium-Light,Taiwan,Hawai'I,21.6,0.6923076923076923
Rusty's Hawaiian,Medium-Light,Hawai'i,Hawai'I,10.58,0.6153846153846154
Three Chairs Specialty Turkish Coffee,Medium-Light,United States,Hawai'I,14.11,0.6153846153846154
Beanfruit Coffee Co.,Medium-Light,United States,Colombia,4.7,0.5384615384615384
Dou Zhai Coffee & Roast,Medium,Taiwan,Colombia,17.07,0.7692307692307693
Dou Zhai Coffee & Roast,Medium-Light,Taiwan,Ethiopia,8.53,0.7692307692307693
Baba Java Coffee,Medium,United States,Yemen,12.35,0.6923076923076923
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.6153846153846154
Direct Coffee,Medium-Light,Taiwan,Ethiopia,9.39,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Colombia,7.33,0.7692307692307693
Steady State Roasting Company,Medium-Light,United States,Colombia,5.88,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.1,0.7692307692307693
Cafe Virtuoso,Medium,United States,Hawai'I,17.64,0.6923076923076923
Kakalove Cafe,Medium,Taiwan,Guatemala,2.55,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Panama,43.65,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,26.46,0.9230769230769231
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Colombia,4.67,0.5384615384615384
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.23,1.0
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.82,0.6923076923076923
SkyTop Coffee,Medium-Light,United States,Ethiopia,4.41,0.6153846153846154
Big Shoulders Coffee,Medium-Light,United States,Peru,6.17,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Guatemala,4.67,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Peru,3.68,0.6923076923076923
Kakalove Cafe,Medium,Taiwan,Guatemala,2.83,0.6923076923076923
Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.9230769230769231
Caffe Luxxe,Medium-Light,United States,Kenya,6.76,0.7692307692307693
Greater Goods Coffee Roasters,Medium,United States,Kenya,5.58,0.7692307692307693
Kauai Coffee Company,Medium-Light,Hawai'i,Hawai'I,21.16,0.46153846153846156
Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,2.56,0.6923076923076923
Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,13.23,0.6923076923076923
Good Chance Biotechnology,Medium-Light,Taiwan,Ethiopia,90.83,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,4.82,0.6923076923076923
Kakalove Cafe,Medium-Dark,Taiwan,Ethiopia,3.19,0.6923076923076923
Barrington Coffee Roasting,Medium-Light,United States,Kenya,11.76,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.23,1.0
Kakalove Cafe,Medium,Taiwan,Kenya,4.96,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.68,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,0.7692307692307693
Dinwei Cafe,Light,Taiwan,El Salvador,16.7,0.6153846153846154
Deeper Roots Coffee,Medium,United States,El Salvador,7.35,0.5384615384615384
Duluth Coffee,Medium,United States,El Salvador,9.92,0.5384615384615384
94 Fresh Coffee,Medium-Light,Taiwan,Ethiopia,6.34,0.6923076923076923
Lexington Coffee Roasters,Medium,United States,Ethiopia,6.17,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,0.7692307692307693
Temple Coffee Roasters,Medium,United States,Guatemala,5.58,0.6923076923076923
Temple Coffee Roasters,Medium,United States,Kenya,6.76,0.6153846153846154
Temple Coffee Roasters,Medium-Light,United States,Guatemala,5.58,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,22.71,0.7692307692307693
Kakalove Café,Medium-Light,Taiwan,Panama,21.24,0.9230769230769231
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,26.46,0.8461538461538461
GK Coffee,Medium-Light,Taiwan,Ethiopia,38.4,0.7692307692307693
Mudhouse Coffee Roasters,Medium-Light,United States,Ethiopia,22.05,0.7692307692307693
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.03,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.03,0.6923076923076923
Jackrabbit Java,Medium-Light,United States,Panama,3.53,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Kenya,5.5,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Kenya,5.5,0.6923076923076923
MJ Bear Coffee,Light,Taiwan,Ethiopia,4.96,0.7692307692307693
Coffeebar,Medium-Light,United States,Ethiopia,5.88,0.6923076923076923
Pedestrian Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,17.61,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,0.7692307692307693
Kakalove Cafe,Medium,Taiwan,Guatemala,3.54,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.54,0.6153846153846154
